Rk,Player,GmSc,Date,Age,Team, ,Opp,Result,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,+/-,Pos.
,Kemba Walker,12.4,2012-03-23,21-320,CHA,,MIL,"L, 92-112",,25,4,12,.333,3,9,.333,1,3,.333,4,4,1.000,.472,0,2,2,7,0,1,0,0,13,12.4,6.5,-19,G
,Kemba Walker,12.4,2013-03-15,22-311,CHA,@,TOR,"L, 78-92",*,41,5,17,.294,3,9,.333,2,8,.250,8,12,.667,.449,1,3,4,5,3,0,3,3,20,12.4,1.8,-9,G
,Kemba Walker,12.4,2015-11-13,25-189,CHO,@,CHI,"L, 97-102",*,37,5,18,.278,4,14,.286,1,4,.250,2,2,1.000,.344,1,8,9,7,3,2,2,1,13,12.4,1.4,9,G
,David Wesley,12.4,2000-01-22,29-069,CHH,,BOS,"W, 110-96",*,29,4,10,.400,4,8,.500,0,2,.000,4,4,1.000,.510,0,2,2,8,1,0,1,1,12,12.4,0.9,12,G
,David Wesley,12.4,2000-12-28,30-044,CHH,@,SAC,"L, 87-91",*,36,9,18,.500,9,17,.529,0,1,.000,6,6,1.000,.581,0,1,1,1,0,0,2,4,24,12.4,-1.6,-15,G
,Marvin Williams,12.4,2018-12-07,32-171,CHO,,DEN,"W, 113-107",*,33,4,12,.333,1,5,.200,3,7,.429,3,4,.750,.509,4,6,10,2,1,0,1,1,14,12.4,0.8,13,F
,Marvin Williams,12.4,2019-01-17,32-212,CHO,,SAC,"W, 114-95",*,30,3,6,.500,0,0,,3,6,.500,1,2,.500,.727,0,5,5,2,3,1,0,2,10,12.4,10.6,4,F
,David Wingate,12.4,1992-11-21,28-342,CHH,@,MIA,"W, 123-111",*,32,5,9,.556,5,9,.556,0,0,,3,3,1.000,.630,0,2,2,4,2,1,2,1,13,12.4,1.6,,G-F
,Cody Zeller,12.4,2014-11-24,22-050,CHO,,LAC,"L, 92-113",,29,5,7,.714,5,7,.714,0,0,,7,8,.875,.808,0,1,1,1,1,1,2,5,17,12.4,2.2,-2,C-F
,Cody Zeller,12.4,2018-11-21,26-047,CHO,,IND,"W, 127-109",*,23,7,10,.700,7,9,.778,0,1,.000,1,1,1.000,.718,2,3,5,1,1,0,2,1,15,12.4,-1.2,13,C-F
,Cody Zeller,12.4,2018-11-25,26-051,CHO,@,ATL,"L, 123-124",*,28,2,5,.400,2,5,.400,0,0,,3,4,.750,.518,3,2,5,5,2,1,0,1,7,12.4,3.1,-2,C-F
,Kenny Anderson,12.3,1996-02-14,25-128,CHH,,NYK,"W, 120-100",*,32,4,9,.444,2,4,.500,2,5,.400,2,2,1.000,.607,1,1,2,14,0,0,5,2,12,12.3,2.2,,G
,B.J. Armstrong,12.3,1999-02-16,31-160,CHH,@,LAL,"L, 88-116",*,23,4,6,.667,2,3,.667,2,3,.667,2,2,1.000,.872,0,2,2,3,1,0,0,2,12,12.3,10.1,-8,G
,Nicolas Batum,12.3,2019-03-09,30-085,CHO,@,MIL,"L, 114-131",*,37,6,11,.545,4,4,1.000,2,7,.286,0,0,,.636,2,6,8,4,0,0,2,1,14,12.3,0.0,-18,F-G
,Nicolas Batum,12.3,2018-03-04,29-080,CHO,@,TOR,"L, 98-103",*,35,3,10,.300,3,8,.375,0,2,.000,4,4,1.000,.425,1,5,6,8,1,1,1,1,10,12.3,4.4,-3,F-G
,Marco Belinelli,12.3,2017-04-04,31-010,CHO,@,WAS,"L, 111-118",,25,6,10,.600,4,6,.667,2,4,.500,2,2,1.000,.735,0,3,3,2,1,0,2,1,16,12.3,3.7,3,G-F
,Raja Bell,12.3,2009-03-07,32-169,CHA,@,NYK,"W, 114-105",*,42,7,12,.583,5,9,.556,2,3,.667,1,2,.500,.660,2,2,4,3,2,0,4,2,17,12.3,-0.2,9,G
,Bismack Biyombo,12.3,2020-03-09,27-194,CHO,@,ATL,"L, 138-143 (2OT)",,34,4,5,.800,4,5,.800,0,0,,2,3,.667,.791,1,5,6,2,0,2,0,1,10,12.3,-1.9,6,C-F
,Keith Bogans,12.3,2005-12-30,25-232,CHA,,PHO,"L, 100-110",,27,7,11,.636,4,7,.571,3,4,.750,1,2,.500,.758,0,2,2,0,0,0,1,0,18,12.3,5.2,-12,G-F
,Primož Brezec,12.3,2005-01-19,25-109,CHA,,PHI,"L, 105-107",*,28,6,11,.545,6,11,.545,0,0,,4,4,1.000,.627,2,2,4,1,0,1,1,2,16,12.3,-1.0,-8,C
,Miles Bridges,12.3,2025-03-23,27-002,CHO,@,MIA,"L, 105-122",*,34,7,18,.389,7,11,.636,0,7,.000,3,3,1.000,.440,6,7,13,4,0,0,4,0,17,12.3,-6.2,-7,G-F
,Derrick Brown,12.3,2009-11-22,22-075,CHA,,IND,"W, 104-88",,24,5,7,.714,5,7,.714,0,0,,3,4,.750,.742,3,1,4,0,2,0,1,2,13,12.3,7.5,14,F
,Derrick Brown,12.3,2012-02-19,24-164,CHA,@,IND,"L, 73-108",,28,6,9,.667,6,9,.667,0,0,,4,5,.800,.714,0,1,1,0,0,1,0,1,16,12.3,4.3,4,F
,Scott Burrell,12.3,1995-12-06,24-328,CHH,,CLE,"W, 94-82",*,33,6,9,.667,3,4,.750,3,5,.600,4,4,1.000,.883,1,6,7,1,2,0,6,5,19,12.3,5.3,,G-F
,Elden Campbell,12.3,2000-03-22,31-243,CHH,,NJN,"W, 119-103",*,38,4,5,.800,4,5,.800,0,0,,0,0,,.800,1,6,7,4,1,3,1,3,8,12.3,4.1,9,C
,Rex Chapman,12.3,1989-12-16,22-072,CHH,@,CHI,"L, 104-115",*,38,10,22,.455,9,19,.474,1,3,.333,2,3,.667,.493,1,7,8,3,0,0,3,2,23,12.3,-6.1,,G
,Derrick Coleman,12.3,2001-02-13,33-237,CHH,@,IND,"W, 77-66",,30,6,14,.429,5,13,.385,1,1,1.000,1,4,.250,.444,4,7,11,1,1,1,0,1,14,12.3,8.7,21,F-C
,Dell Curry,12.3,1991-03-26,26-274,CHH,,GSW,"W, 97-94",,25,5,13,.385,5,11,.455,0,2,.000,3,3,1.000,.454,0,3,3,5,2,0,0,0,13,12.3,8.2,,G
,Dell Curry,12.3,1992-11-17,28-145,CHH,,DAL,"W, 134-111",,27,6,16,.375,4,13,.308,2,3,.667,5,6,.833,.510,2,5,7,1,0,1,1,2,19,12.3,-1.5,,G
,Dell Curry,12.3,1993-02-14,28-234,CHH,,DET,"W, 117-107",,34,6,15,.400,4,11,.364,2,4,.500,5,5,1.000,.552,0,4,4,2,3,0,3,3,19,12.3,-0.2,,G
,Dell Curry,12.3,1993-02-25,28-245,CHH,,SAS,"W, 111-104",,23,5,11,.455,4,9,.444,1,2,.500,4,4,1.000,.588,0,4,4,4,0,0,1,0,15,12.3,7.3,,G
,Dell Curry,12.3,1994-11-12,30-140,CHH,,DET,"W, 113-100",,26,7,13,.538,4,8,.500,3,5,.600,1,1,1.000,.670,0,1,1,3,1,0,2,2,18,12.3,4.7,,G
,Baron Davis,12.3,2000-12-26,21-257,CHH,,CLE,"W, 115-110 (OT)",*,41,3,14,.214,2,12,.167,1,2,.500,5,5,1.000,.370,3,4,7,7,2,1,0,5,12,12.3,-2.3,-8,G
,Baron Davis,12.3,2000-04-12,20-365,CHH,,ATL,"W, 119-87",,22,2,2,1.000,1,1,1.000,1,1,1.000,2,2,1.000,1.215,2,3,5,8,1,0,3,0,7,12.3,10.7,19,G
,Boris Diaw,12.3,2009-02-18,26-308,CHA,,IND,"W, 103-94",*,37,7,13,.538,7,13,.538,0,0,,0,0,,.538,2,4,6,3,0,3,1,3,14,12.3,-0.4,3,F-C
,Chris Douglas-Roberts,12.3,2014-03-14,27-065,CHA,,MIN,"W, 105-93",,21,3,5,.600,1,1,1.000,2,4,.500,2,2,1.000,.850,0,4,4,2,2,0,0,0,10,12.3,16.1,11,G
,Jared Dudley,12.3,2007-11-23,22-136,CHA,@,ORL,"L, 92-105",,15,5,5,1.000,5,5,1.000,0,0,,0,2,.000,.850,3,4,7,1,1,0,0,1,10,12.3,20.2,8,F-G
,Jared Dudley,12.3,2008-11-05,23-118,CHA,@,NYK,"L, 98-101",*,27,6,10,.600,6,10,.600,0,0,,1,1,1.000,.623,1,1,2,1,3,0,0,2,13,12.3,7.4,10,F-G
,Melvin Ely,12.3,2006-03-12,27-314,CHA,@,DET,"L, 78-94",,27,7,13,.538,7,13,.538,0,0,,1,2,.500,.540,2,4,6,1,2,1,2,0,15,12.3,7.4,-2,C
,Raymond Felton,12.3,2010-04-12,25-290,CHA,@,NJN,"W, 105-95",*,34,6,9,.667,6,8,.750,0,1,.000,0,0,,.667,0,4,4,8,0,0,1,4,12,12.3,0.0,8,G
,Anthony Frederick,12.3,1991-12-21,27-014,CHH,@,CLE,"L, 111-120",,13,6,9,.667,6,8,.750,0,1,.000,1,1,1.000,.689,0,3,3,2,1,1,0,2,13,12.3,16.7,,F
,Kenny Gattison,12.3,1991-12-13,27-204,CHH,,MIA,"L, 108-112",*,36,8,12,.667,8,12,.667,0,0,,1,3,.333,.638,1,4,5,2,3,0,3,5,17,12.3,0.8,,F-C
,Kenny Gattison,12.3,1993-02-03,28-256,CHH,@,PHI,"W, 129-118",,15,4,5,.800,4,5,.800,0,0,,3,3,1.000,.870,4,2,6,1,0,1,0,4,11,12.3,7.1,,F-C
,Matt Geiger,12.3,1995-11-14,26-065,CHH,@,ATL,"L, 104-111",,26,6,9,.667,6,9,.667,0,0,,1,1,1.000,.689,5,4,9,0,0,1,1,3,13,12.3,-0.8,,C
,Matt Geiger,12.3,1998-02-21,28-164,CHH,@,LAC,"W, 111-98",*,41,7,13,.538,7,13,.538,0,0,,3,3,1.000,.594,5,8,13,0,0,1,3,5,17,12.3,-4.8,11,C
,Armen Gilliam,12.3,1990-01-19,25-236,CHH,@,UTA,"L, 93-116",*,30,8,16,.500,8,16,.500,0,0,,4,5,.800,.549,4,6,10,1,1,0,4,4,20,12.3,-2.0,,F-C
,Anthony Goldwire,12.3,1996-03-17,24-193,CHH,,PHO,"W, 103-102",*,33,6,11,.545,3,5,.600,3,6,.500,4,4,1.000,.745,1,2,3,3,1,0,5,2,19,12.3,-1.9,,G
,Ben Gordon,12.3,2013-01-26,29-297,CHA,,MIN,"W, 102-101",,29,7,13,.538,7,11,.636,0,2,.000,4,4,1.000,.610,1,1,2,2,1,2,3,3,18,12.3,-0.4,8,G
,Devonte' Graham,12.3,2018-12-29,23-310,CHO,@,WAS,"L, 126-130",,22,4,6,.667,3,4,.750,1,2,.500,2,2,1.000,.799,0,4,4,5,1,0,1,2,11,12.3,5.6,10,G
,Gordon Hayward,12.3,2021-11-22,31-244,CHO,@,WAS,"W, 109-103",*,35,5,13,.385,3,11,.273,2,2,1.000,4,4,1.000,.542,1,4,5,2,1,1,0,4,16,12.3,0.8,6,F-G
,Gerald Henderson,12.3,2013-11-18,25-344,CHA,@,CHI,"L, 81-86",*,31,5,15,.333,3,13,.231,2,2,1.000,4,4,1.000,.477,2,6,8,6,1,0,2,4,16,12.3,4.9,-7,G
,Willy Hernangómez,12.3,2018-11-19,24-176,CHO,,BOS,"W, 117-112",,16,5,8,.625,3,4,.750,2,4,.500,2,3,.667,.751,1,2,3,3,0,1,1,2,14,12.3,17.6,-6,C
,Willy Hernangómez,12.3,2018-03-17,23-294,CHO,@,NYK,"L, 101-124",,13,2,2,1.000,1,1,1.000,1,1,1.000,4,4,1.000,1.197,1,5,6,1,1,0,0,0,9,12.3,21.6,4,C
,Sion James,12.3,2026-03-03,23-089,CHO,,DAL,"W, 117-90",,24,5,8,.625,2,2,1.000,3,6,.500,0,0,,.813,0,8,8,1,2,0,1,3,13,12.3,7.5,30,G
,Al Jefferson,12.3,2016-03-26,31-082,CHO,@,MIL,"W, 115-91",,22,4,8,.500,4,8,.500,0,0,,7,10,.700,.605,1,5,6,1,0,0,0,1,15,12.3,-3.8,8,C-F
,Al Jefferson,12.3,2016-04-01,31-088,CHO,,PHI,"W, 100-91",,21,4,8,.500,4,8,.500,0,0,,5,5,1.000,.637,0,7,7,0,1,2,0,3,13,12.3,6.2,1,C-F
,Larry Johnson,12.3,1994-12-17,25-278,CHH,,DEN,"W, 111-92",*,41,8,14,.571,7,12,.583,1,2,.500,0,1,.000,.589,0,3,3,5,0,1,2,2,17,12.3,-0.7,,F
,Frank Kaminsky,12.3,2018-02-08,24-310,CHO,@,POR,"L, 103-109 (OT)",,30,6,14,.429,2,6,.333,4,8,.500,1,1,1.000,.589,0,6,6,1,2,0,1,2,17,12.3,6.7,9,F-C
,Frank Kaminsky,12.3,2016-11-09,23-219,CHO,,UTA,"W, 104-98",,20,6,10,.600,5,7,.714,1,3,.333,0,1,.000,.623,1,4,5,3,0,1,0,1,13,12.3,11.2,11,F-C
,Brevin Knight,12.3,2005-02-11,29-095,CHA,,MIA,"L, 87-97",,31,7,15,.467,6,14,.429,1,1,1.000,2,5,.400,.494,0,3,3,5,4,0,3,3,17,12.3,6.7,-5,G
,Brevin Knight,12.3,2006-12-13,31-035,CHA,@,CLE,"L, 101-104",*,31,5,12,.417,5,11,.455,0,1,.000,1,3,.333,.413,0,3,3,14,1,0,2,3,11,12.3,1.7,0,G
,Kon Knueppel,12.3,2026-01-26,20-176,CHO,,PHI,"W, 130-93",*,20,5,9,.556,3,4,.750,2,5,.400,0,0,,.667,2,6,8,6,2,0,4,2,12,12.3,10.1,28,G-F
,Jeremy Lamb,12.3,2015-11-05,23-159,CHO,@,DAL,"W, 108-94",,24,7,11,.636,5,7,.714,2,4,.500,0,0,,.727,2,2,4,0,0,0,0,2,16,12.3,6.8,3,G-F
,Jeremy Lamb,12.3,2018-11-23,26-177,CHO,@,OKC,"L, 104-109",*,36,5,15,.333,5,11,.455,0,4,.000,8,8,1.000,.486,0,5,5,2,2,1,2,2,18,12.3,-1.3,-8,G-F
,Cody Martin,12.3,2024-11-30,29-063,CHO,,ATL,"L, 104-107",,26,5,9,.556,4,7,.571,1,2,.500,1,2,.500,.607,1,6,7,5,0,0,1,0,12,12.3,3.1,15,G-F
,Cody Martin,12.3,2022-02-27,26-152,CHO,,DET,"L, 126-127 (OT)",,33,6,6,1.000,6,6,1.000,0,0,,1,2,.500,.945,1,1,2,1,3,0,2,3,13,12.3,1.9,-9,G-F
,Sean May,12.3,2007-01-13,22-284,CHA,,PHI,"W, 89-83",,24,4,10,.400,4,10,.400,0,0,,5,6,.833,.514,4,6,10,0,2,1,1,3,13,12.3,4.1,15,F-C
,Jeff McInnis,12.3,2008-01-04,33-074,CHA,@,NJN,"L, 96-102",*,38,6,8,.750,5,7,.714,1,1,1.000,0,0,,.813,0,2,2,5,1,0,1,4,13,12.3,2.3,-4,G
,Adam Morrison,12.3,2006-11-15,22-119,CHA,@,SAS,"W, 95-92 (OT)",*,48,12,23,.522,10,20,.500,2,3,.667,1,2,.500,.565,0,4,4,2,0,0,4,4,27,12.3,0.7,4,F
,Alonzo Mourning,12.3,1994-04-08,24-059,CHH,,NJN,"W, 99-78",*,26,8,14,.571,8,14,.571,0,0,,3,4,.750,.603,0,7,7,0,0,4,3,4,19,12.3,2.1,,C-F
,Alonzo Mourning,12.3,1993-11-27,23-292,CHH,@,MIA,"L, 100-114",*,24,6,13,.462,6,13,.462,0,0,,4,4,1.000,.542,5,5,10,0,0,2,1,6,16,12.3,-0.2,,C-F
,Johnny Newman,12.3,1992-02-13,28-077,CHH,@,MIL,"L, 118-127",*,37,9,19,.474,8,16,.500,1,3,.333,3,6,.500,.508,2,3,5,3,1,0,3,3,22,12.3,-4.4,,F-G
,Johnny Newman,12.3,1990-11-13,26-350,CHH,,WSB,"W, 120-105",*,26,5,13,.385,5,13,.385,0,0,,6,6,1.000,.512,2,3,5,3,1,0,0,5,16,12.3,-0.1,,F-G
,Emeka Okafor,12.3,2007-04-10,24-194,CHA,,MIA,"W, 92-82",*,28,3,6,.500,3,6,.500,0,0,,5,6,.833,.637,5,5,10,1,0,0,1,0,11,12.3,3.0,17,C-F
,Emeka Okafor,12.3,2007-11-19,25-052,CHA,,POR,"W, 101-92",*,37,5,10,.500,5,10,.500,0,0,,2,4,.500,.510,4,8,12,0,1,3,1,3,12,12.3,-0.4,17,C-F
,Tony Parker,12.3,2018-11-01,36-168,CHO,,OKC,"L, 107-111",,23,5,12,.417,4,10,.400,1,2,.500,6,7,.857,.564,1,0,1,4,0,0,1,1,17,12.3,4.0,-2,G
,Kurt Rambis,12.3,1989-12-12,31-290,CHH,,LAL,"L, 89-103",*,36,3,9,.333,3,9,.333,0,0,,3,4,.750,.418,8,7,15,1,3,2,2,5,9,12.3,1.1,,F
,Kurt Rambis,12.3,1989-02-23,30-364,CHH,@,NYK,"L, 114-139",*,27,4,9,.444,4,9,.444,0,0,,5,7,.714,.538,6,1,7,3,1,2,3,3,13,12.3,0.4,,F
,Kurt Rambis,12.3,1989-04-01,31-035,CHH,,POR,"L, 121-125 (OT)",*,39,4,9,.444,4,9,.444,0,0,,7,11,.636,.542,4,4,8,3,0,1,2,3,15,12.3,-2.8,,F
,J.R. Reid,12.3,1990-01-06,21-281,CHH,,IND,"W, 117-111",*,31,4,6,.667,4,6,.667,0,0,,0,1,.000,.621,0,5,5,3,5,1,0,5,8,12.3,4.1,,F
,J.R. Reid,12.3,1990-04-10,22-010,CHH,,HOU,"L, 112-115",*,39,8,14,.571,8,14,.571,0,0,,0,0,,.571,3,11,14,2,1,1,4,4,16,12.3,-2.1,,F
,Nick Richards,12.3,2024-03-29,26-121,CHO,,GSW,"L, 97-115",*,31,6,7,.857,6,7,.857,0,0,,0,1,.000,.806,2,6,8,0,0,0,0,0,12,12.3,-0.1,-11,F-C
,Terry Rozier,12.3,2022-01-28,27-317,CHO,,LAL,"W, 117-114",*,37,7,16,.438,3,6,.500,4,10,.400,2,3,.667,.577,0,6,6,3,0,0,2,2,20,12.3,-4.6,-9,G
,Terry Rozier,12.3,2020-02-20,25-340,CHO,@,CHI,"W, 103-93",*,32,5,8,.625,2,3,.667,3,5,.600,1,1,1.000,.829,0,4,4,1,1,0,1,0,14,12.3,4.2,14,G
,Kareem Rush,12.3,2005-11-23,25-024,CHA,,NYK,"W, 108-95",*,37,7,19,.368,4,12,.333,3,7,.429,5,5,1.000,.519,1,2,3,1,0,0,0,3,22,12.3,-2.7,21,G
,Tidjane Salaün,12.3,2024-11-19,19-101,CHO,@,BRK,"L, 115-116",,15,2,2,1.000,1,1,1.000,1,1,1.000,6,7,.857,1.083,0,8,8,1,0,2,1,3,11,12.3,15.4,17,F
,Ramon Sessions,12.3,2012-12-31,26-264,CHA,@,CHI,"W, 91-81",,25,5,9,.556,4,7,.571,1,2,.500,4,4,1.000,.697,0,2,2,2,1,0,1,1,15,12.3,6.8,-11,G
,Kelly Tripucka,12.3,1989-01-30,29-349,CHH,@,POR,"L, 118-130",,33,10,22,.455,10,21,.476,0,1,.000,6,8,.750,.509,0,3,3,2,0,0,3,2,26,12.3,-5.6,,F-G
,Kemba Walker,12.3,2016-04-23,25-351,CHO,,MIA,"W, 96-80",*,37,4,19,.211,3,13,.231,1,6,.167,8,8,1.000,.377,0,3,3,7,2,0,0,2,17,12.3,4.3,13,G
,Kemba Walker,12.3,2014-01-10,23-247,CHA,@,MIN,"L, 92-119",*,31,7,17,.412,6,13,.462,1,4,.250,0,0,,.441,0,1,1,7,3,0,1,2,15,12.3,1.2,-18,G
,Gerald Wallace,12.3,2010-11-27,28-127,CHA,@,MIL,"L, 101-104",*,42,6,12,.500,6,9,.667,0,3,.000,7,8,.875,.612,0,5,5,4,0,0,3,4,19,12.3,-0.8,0,F
,Gerald Wallace,12.3,2008-12-23,26-153,CHA,,WAS,"W, 80-72",*,36,6,7,.857,5,6,.833,1,1,1.000,3,4,.750,.913,0,8,8,1,0,1,3,4,16,12.3,5.5,12,F
,Gerald Wallace,12.3,2004-12-27,22-157,CHA,@,WAS,"L, 87-106",*,26,6,11,.545,5,9,.556,1,2,.500,1,4,.250,.549,0,3,3,4,2,1,0,4,14,12.3,9.3,-3,F
,Gerald Wallace,12.3,2008-01-09,25-170,CHA,@,BOS,"W, 95-83",*,45,6,15,.400,5,10,.500,1,5,.200,2,2,1.000,.472,1,9,10,4,2,2,3,3,15,12.3,2.9,12,F
,Gerald Wallace,12.3,2006-12-06,24-136,CHA,,SAS,"L, 76-96",*,32,5,9,.556,5,7,.714,0,2,.000,5,8,.625,.599,2,5,7,2,1,1,2,3,15,12.3,4.6,-15,F
,Brad Wanamaker,12.3,2021-04-02,31-251,CHO,@,IND,"W, 114-97",,30,5,8,.625,5,7,.714,0,1,.000,3,3,1.000,.697,2,1,3,4,3,0,3,4,13,12.3,1.5,-10,G
,P.J. Washington,12.3,2021-01-13,22-143,CHO,,DAL,"L, 93-104",*,32,6,17,.353,4,10,.400,2,7,.286,2,2,1.000,.447,3,7,10,6,1,0,2,4,16,12.3,2.4,-15,F
,P.J. Washington,12.3,2019-12-29,21-128,CHO,@,MEM,"L, 104-117",*,28,5,9,.556,1,3,.333,4,6,.667,2,5,.400,.714,0,4,4,1,0,1,0,2,16,12.3,5.7,-17,F
,David Wesley,12.3,2000-02-29,29-107,CHH,@,MIN,"W, 92-87",*,36,2,8,.250,2,5,.400,0,3,.000,8,8,1.000,.521,2,3,5,4,1,0,1,0,12,12.3,1.6,9,G
,David Wesley,12.3,1999-04-09,28-146,CHH,,WAS,"W, 90-88",*,43,5,13,.385,4,9,.444,1,4,.250,2,2,1.000,.468,2,3,5,5,2,0,1,1,13,12.3,-0.5,-7,G
,David Wesley,12.3,2002-01-17,31-064,CHH,,PHI,"L, 88-93",*,41,7,19,.368,6,14,.429,1,5,.200,8,9,.889,.501,0,1,1,3,1,0,2,3,23,12.3,-2.4,0,G
,David Wesley,12.3,1998-01-04,27-051,CHH,@,SAC,"L, 90-106",*,32,6,11,.545,5,9,.556,1,2,.500,4,4,1.000,.666,0,1,1,3,2,0,3,2,17,12.3,1.0,-15,G
,Grant Williams,12.3,2024-03-13,25-104,CHO,@,MEM,"W, 110-98",,28,6,11,.545,5,7,.714,1,4,.250,5,5,1.000,.682,0,6,6,3,1,1,6,0,18,12.3,-2.8,12,F
,Marvin Williams,12.3,2017-12-27,31-191,CHO,,BOS,"L, 91-102",*,34,5,10,.500,4,6,.667,1,4,.250,2,2,1.000,.597,4,5,9,0,0,0,0,0,13,12.3,2.0,-2,F
,Marvin Williams,12.3,2018-11-21,32-155,CHO,,IND,"W, 127-109",*,23,3,4,.750,1,1,1.000,2,3,.667,1,2,.500,.922,0,2,2,2,3,1,0,1,9,12.3,14.3,23,F
,Marvin Williams,12.3,2015-11-01,29-135,CHO,,ATL,"L, 92-94",*,33,5,10,.500,0,2,.000,5,8,.625,0,0,,.750,0,5,5,1,0,3,2,0,15,12.3,4.9,4,F
,Marvin Williams,12.3,2016-01-10,29-205,CHO,@,DEN,"L, 92-95",*,20,3,3,1.000,0,0,,3,3,1.000,2,2,1.000,1.418,1,3,4,2,0,0,0,2,11,12.3,17.4,-2,F
,Marvin Williams,12.3,2017-03-20,30-274,CHO,,ATL,"W, 105-90",*,36,5,10,.500,5,6,.833,0,4,.000,3,3,1.000,.574,1,7,8,3,1,0,0,4,13,12.3,-2.0,19,F
,Mark Williams,12.3,2023-11-01,21-320,CHO,@,HOU,"L, 119-128",*,25,3,4,.750,3,4,.750,0,0,,3,6,.500,.678,3,3,6,1,2,2,1,0,9,12.3,3.2,-1,C
,Cody Zeller,12.3,2017-04-04,24-181,CHO,@,WAS,"L, 111-118",*,32,4,5,.800,4,5,.800,0,0,,2,2,1.000,.850,3,7,10,1,0,1,1,1,10,12.3,2.2,7,C-F
,Cody Zeller,12.3,2016-03-01,23-148,CHO,,PHO,"W, 126-92",*,21,4,6,.667,4,6,.667,0,0,,1,1,1.000,.699,4,3,7,4,1,0,0,4,9,12.3,10.0,16,C-F
,Derek Anderson,12.2,2008-02-22,33-219,CHA,,SAC,"L, 115-116 (OT)",,27,4,8,.500,2,5,.400,2,3,.667,5,6,.833,.705,0,4,4,0,2,0,0,4,15,12.2,3.9,-5,G
,D.J. Augustin,12.2,2011-03-04,23-114,CHA,@,LAL,"L, 84-92",*,34,9,22,.409,8,17,.471,1,5,.200,3,3,1.000,.472,2,4,6,4,0,0,3,1,22,12.2,2.9,-11,G
,D.J. Augustin,12.2,2009-03-07,21-117,CHA,@,NYK,"W, 114-105",,14,1,1,1.000,1,1,1.000,0,0,,11,11,1.000,1.113,0,1,1,0,0,0,0,2,13,12.2,12.0,3,G
,D.J. Augustin,12.2,2009-04-05,21-146,CHA,@,DET,"L, 97-104",,29,5,13,.385,3,6,.500,2,7,.286,10,12,.833,.602,1,1,2,1,1,0,3,4,22,12.2,4.0,-10,G
,LaMelo Ball,12.2,2021-01-06,19-137,CHO,@,ATL,"W, 102-94",,24,5,11,.455,4,7,.571,1,4,.250,2,2,1.000,.547,2,6,8,5,0,0,1,2,13,12.2,3.9,0,G
,Nicolas Batum,12.2,2016-03-09,27-086,CHO,,NOP,"W, 122-113",*,41,6,13,.462,4,6,.667,2,7,.286,1,1,1.000,.558,0,6,6,5,0,0,1,1,15,12.2,-3.1,4,F-G
,Dāvis Bertāns,12.2,2024-03-29,31-138,CHO,,GSW,"L, 97-115",,19,4,8,.500,0,1,.000,4,7,.571,2,2,1.000,.788,0,3,3,1,1,0,0,1,14,12.2,14.1,-1,F
,Keith Bogans,12.2,2006-01-04,25-237,CHA,@,BOS,"L, 106-109",,31,5,13,.385,5,11,.455,0,2,.000,3,4,.750,.440,2,2,4,3,3,0,0,1,13,12.2,2.1,4,G-F
,Muggsy Bogues,12.2,1997-02-27,32-049,CHH,@,HOU,"W, 106-95",*,36,4,10,.400,4,7,.571,0,3,.000,0,0,,.400,0,1,1,11,3,0,1,1,8,12.2,1.7,7,G
,Muggsy Bogues,12.2,1992-11-17,27-313,CHH,,DAL,"W, 134-111",*,25,3,8,.375,3,8,.375,0,0,,2,2,1.000,.450,1,2,3,9,1,0,0,0,8,12.2,2.3,,G
,Muggsy Bogues,12.2,1993-04-17,28-098,CHH,@,ATL,"W, 110-107",*,20,2,4,.500,2,4,.500,0,0,,4,4,1.000,.694,2,3,5,3,3,0,0,3,8,12.2,13.0,,G
,Primož Brezec,12.2,2004-12-26,25-085,CHA,@,NYK,"L, 82-91",*,34,7,10,.700,7,10,.700,0,0,,2,3,.667,.707,2,0,2,1,0,1,2,0,16,12.2,3.4,-5,C
,Primož Brezec,12.2,2005-01-21,25-111,CHA,,DAL,"L, 99-105",*,36,7,12,.583,7,12,.583,0,0,,0,0,,.583,4,4,8,2,0,0,0,4,14,12.2,1.1,-1,C
,Miles Bridges,12.2,2021-02-07,22-323,CHO,,WAS,"W, 119-97",,31,5,10,.500,4,7,.571,1,3,.333,0,0,,.550,6,8,14,2,0,2,2,3,11,12.2,2.3,12,G-F
,Elden Campbell,12.2,1999-11-12,31-112,CHH,,NJN,"W, 96-92",*,37,8,17,.471,8,17,.471,0,0,,1,2,.500,.475,2,9,11,2,0,0,0,3,17,12.2,-0.7,10,C
,Elden Campbell,12.2,1999-04-04,30-255,CHH,@,ATL,"L, 83-85",*,42,6,10,.600,6,9,.667,0,1,.000,2,2,1.000,.643,2,5,7,2,1,1,2,3,14,12.2,4.2,-1,C
,Elden Campbell,12.2,1999-04-10,30-261,CHH,@,IND,"W, 92-90",*,38,4,15,.267,4,15,.267,0,0,,6,8,.750,.378,4,12,16,2,2,1,1,4,14,12.2,-1.8,6,C
,Matt Carroll,12.2,2007-03-28,26-212,CHA,,ATL,"W, 101-87",*,35,7,12,.583,3,8,.375,4,4,1.000,1,1,1.000,.764,0,2,2,0,0,0,1,2,19,12.2,1.8,21,G
